,Code,Title,Credits,ResidentPrerequisites,OnlinePrerequisites,RegistrationRestrictions,Offered,Notes
2379,GUNS 205,Fundamentals of Rifle Safety and Shooting,2,,,,Residential,
2380,GUNS 210,Fundamentals of Shotgun Safety and Shooting,2,,,,Residential,
2381,GUNS 215,Fundamentals of Pistol Safety and Shooting,2,,,,Residential,
2382,GUNS 235,Long Range Rifle: Understanding and Marksmanship,2,([GUNS 205]),,,Residential,
2383,SOWK 101,Introduction to Social Work,3,,,,Residential and Online,
2384,SOWK 135,Social Work Professional Exploration,3,([ENGL 102]),,,Residential and Online,
2385,SOWK 250,Health of the Social Worker,3,,,,Residential and Online,
2386,SOWK 260,Chemical Dependency,3,([ENGL 102]),,,Residential and Online,
2387,SOWK 270,Ethics in Professional Helping,3,(([SOWK 101] or [PSYC 101]) and [ENGL 102]),,,Residential and Online,
2388,SOWK 294,BSSW GATE 1 & Approval Process,0,(([BIOL 102] or [BIOL 213]) and [ENGL 102] and [PSYC 101]{concurrent} and [SOWK 101] and [SOWK 135]{concurrent} and [SOWK 250]{concurrent} and [SOWK 260]{concurrent} and [SOWK 270]{concurrent}),,Minimum GPA of 2.5,Residential and Online,
2389,SOWK 300,Human Behavior and the Social Environment,3,(([SOWK 101] or [HSER 201]) and [ENGL 102]),,,Residential and Online,
2390,SOWK 325,Social Welfare and Policy,3,(([SOWK 101] or [HSER 201]) and [ENGL 102] and [SOWK 270]),,,Residential and Online,
2391,SOWK 350,Social Work Practice with Individuals and Families,3,(([SOWK 294] or (Retired) Social Work Gate 1 with a score of 3) and [SOWK 300]{concurrent}),,,Residential and Online,
2392,SOWK 355,Social Work Practice with Groups,3,([SOWK 101] and ([SOWK 294] or (Retired) Social Work Gate 1 with a score of 3)),(([SOWK 294] or (Retired) Social Work Gate 1 with a score of 3) and [SOWK 101]),,Residential and Online,
2393,SOWK 365,BSSW GATE 2 & Junior Field Enrollment,0,([PSYC 255]{concurrent} and ([SOWK 294] or (Retired) Social Work Gate 1 with a score of 3) and ([GLST 220]{concurrent} and [SOWK 300]{concurrent} and [SOWK 355]{concurrent}) and ([MATH 115]{concurrent} or [MATH 116]{concurrent} or [MATH 117]{concurrent} or [MATH 121]{concurrent} or [MATH 122]{concurrent} or [MATH 125]{concurrent} or [MATH 126]{concurrent} or [MATH 128]{concurrent} or [MATH 130]{concurrent} or [MATH 131]{concurrent} or [MATH 201]{concurrent} or [MATH 217]{concurrent}) and [SOWK 270] and [ENGL 102]),,Minimum GPA of 2.5,Residential and Online,
2394,SOWK 370,Junior Field Experience and Seminar,3-4,([SOWK 101] and SOWK 120 and SOWK 150 and [SOWK 270] and ([SOWK 294] or (Retired) Social Work Gate 1 with a score of 3) and [SOWK 300] and [SOWK 350]{concurrent} and [SOWK 355] and ([SOWK 365] or (Retired) Social Work Gate 2 with a score of 3) and [GLST 220] and [PSYC 255] and ([MATH 115] or [MATH 116] or [MATH 117] or [MATH 121] or [MATH 122] or [MATH 125] or [MATH 126] or [MATH 128] or [MATH 130] or [MATH 131] or [MATH 201] or [MATH 217])),([SOWK 101] and [SOWK 135] and [SOWK 270] and ([SOWK 294] or (Retired) Social Work Gate 1 with a score of 3) and [SOWK 300] and [SOWK 350]{concurrent} and [SOWK 355] and ([SOWK 365] or (Retired) Social Work Gate 2 with a score of 3) and [GLST 220] and [PSYC 255] and ([MATH 115] or [MATH 116] or [MATH 117] or [MATH 121] or [MATH 122] or [MATH 125] or [MATH 126] or [MATH 128] or [MATH 130] or [MATH 131] or [MATH 201] or [MATH 217])),,Residential and Online,
2395,SOWK 375,Junior Field Seminar,1,([SOWK 270]),,Provisional acceptance into the Social Work program,Residential and Online,
2396,SOWK 410,Social Work Macro Practice,3,(([SOWK 294] or (Retired) Social Work Gate 1 with a score of 3) and ([SOWK 365] or (Retired) Social Work Gate 2 with a score of 3) and ([RSCH 201] or Inquiry Research with a score of 80 or Research Assessment with a score of 80 or Research (prior to 2017-2018) with a score of 80) and [SOWK 325]{concurrent}),(([SOWK 294] or (Retired) Social Work Gate 1 with a score of 3) and ([SOWK 365] or (Retired) Social Work Gate 2 with a score of 3) and [SOWK 325]{concurrent}),,Residential and Online,
2397,SOWK 425,Social Work in International Settings,3,(([SOWK 101] or [HSER 201]) and ([SOWK 270] or [HSER 270]) and [GLST 220]),,,Residential and Online,
2398,SOWK 431,Social Work in Mental Health,3,(([SOWK 101] or [HSER 201]) and ([SOWK 270] or [HSER 270]) and ([SOWK 350] or [HSER 415])),,,Residential and Online,
2399,SOWK 432,Social Work with Aging Adults,3,(([SOWK 101] or [HSER 201]) and ([SOWK 270] or [HSER 270])),,,Residential and Online,
2400,SOWK 435,Social Work in the Military,3,,(([SOWK 101] or [HSER 201]) and ([SOWK 270] or [HSER 270])),,Online,
2401,SOWK 439,International Social Work Experience,3,,,Instructor approval,Residential and Online,
2402,SOWK 450,Social Work Practice with Diverse Populations,3,(([SOWK 294] or (Retired) Social Work Gate 1 with a score of 3) and ([SOWK 365] or (Retired) Social Work Gate 2 with a score of 3) and [GLST 220]),,,Residential and Online,
2403,SOWK 452,"Religion, Health, and Healthcare",3,([SOWK 450]),,,Residential and Online,
2404,SOWK 454,Medical Social Work Practice,3,([SOWK 350] and [SOWK 355] and [SOWK 450]{concurrent}),,,Residential and Online,
2405,SOWK 462,Children and Family Services and Practice,3,(([PSYC 221] or [PSYC 231]) and [PSYC 345] and [SOWK 325] and [SOWK 350] and [SOWK 370]{concurrent} and [SOWK 431]),,,Residential and Online,
2406,SOWK 464,Social Work Practice with Children and Adolescents,3,(([PSYC 221] or [PSYC 231]) and [PSYC 345] and [SOWK 350] and [SOWK 370]{concurrent} and [SOWK 462]{concurrent}),,,Residential and Online,
2407,SOWK 465,BSSW GATE 3 & Senior Field Enrollment,0,(([PSYC 354]{concurrent} and [SOWK 325]{concurrent} and [SOWK 350] and [SOWK 370]{concurrent}) and ([SOWK 294] or (Retired) Social Work Gate 1 with a score of 3 and [SOWK 350] and [SOWK 365] or (Retired) Social Work Gate 2 with a score of 3) and [SOWK 431]{concurrent}),,Minimum GPA of 2.5,Residential and Online,
2408,SOWK 466,Trauma-Informed Interventions with Children and Families,3,([SOWK 370] and [SOWK 410] and [SOWK 462] and [SOWK 464]),,,Residential and Online,
2409,SOWK 470,Senior Field Experience and Seminar,9-11,([SOWK 294] or (Retired) Social Work Gate 1 with a score of 3) and ([SOWK 365] or (Retired) Social Work Gate 2 with a score of 3) and [SOWK 370] and [SOWK 410]{concurrent} and [SOWK 431] and [SOWK 450]{concurrent} and ([SOWK 465] or (Retired) Social Work Gate 3 with a score of 3),,,Residential and Online,
2410,SOWK 494,BSSW GATE 4 & Comprehensive Exam,0,(([SOWK 465] or (Retired) Social Work Gate 3 with a score of 3 and [SOWK 294] or (Retired) Social Work Gate 1 with a score of 3 and [SOWK 365] or (Retired) Social Work Gate 2 with a score of 3) or [SOWK 470]{concurrent} and ([SOWK 410]{concurrent} and [SOWK 450]{concurrent})),(([SOWK 465] or (Retired) Social Work Gate 3 with a score of 3 and [SOWK 294] or (Retired) Social Work Gate 1 with a score of 3 and [SOWK 365] or (Retired) Social Work Gate 2 with a score of 3) or ([SOWK 470]{concurrent} and [SOWK 410]{concurrent} and [SOWK 450]{concurrent})),Minimum GPA of 2.5,Residential and Online,
2411,SOWK 495,Directed Social Work Research,3,([PSYC 255] and [PSYC 354] and [SOWK 101]),,,Residential and Online,
2412,SOWK 497,Special Topics in Social Work,3,,,Instructor approval,Residential,
2413,SOCI 200,Introduction to Sociology,3,,,,Residential and Online,
2414,SOCI 201,Social Problems,3,,,,Residential and Online,
2415,SOCI 299,Internship,0,,,,Residential,
2416,SOCI 313,Social Organizations,3,([SOCI 200] or [SOCI 201]),,,Residential,Offered fall semester
2417,SOCI 340,Human Societies: A Global View,3,([SOCI 200] or [SOCI 201]),,,Residential,Offered spring semester
2418,SOCI 349,Sociology of Disability,3,([SOCI 200] or [SOCI 201]),,,Residential,
2419,SOCI 495,Directed Research,1-3,([SOCI 200] or [SOCI 201]),,,Residential,
2420,SOCI 497,Special Topics in Sociology,1-3,([SOCI 200] or [SOCI 201]),,,Residential,
2421,SPAN 101,Elementary Spanish I,3,,,,Residential,
2422,SPAN 102,Elementary Spanish II,3,([SPAN 101] or Spanish Placement with a score of 35),,,Residential,
2423,SPAN 201,Intermediate Spanish I,3,([SPAN 102] or Spanish Placement with a score of 70),,,Residential,
2424,SPAN 202,Intermediate Spanish II,3,([SPAN 201] or Spanish Placement with a score of 90),,,Residential,
2425,SPAN 299,Internship,0,,,"Sophomore status, 2.00 GPA, two courses in major, declared major, not more than one CSER behind",Residential,
2426,SPAN 301,Advanced Spanish Grammar and Composition,3,([SPAN 202]),,,Residential,
2427,SPAN 302,Advanced Spanish Composition and Conversation,3,([SPAN 202]),,,Residential,Conducted in Spanish
2428,SPAN 304,Civilization and Culture of Latin America,3,([SPAN 202]),,,Residential,
2429,SPAN 305,Civilization and Culture of Spain,3,([SPAN 202]),,,Residential,Conducted in Spanish
2430,SPAN 310,Introduction to Translation: Spanish-English,3,([SPAN 202] and ([ENGL 102] or [MUSC 200])),,,Residential,Conducted in Spanish
2431,SPAN 311,Advanced Span Conversation/Gra,3,,,,,
2432,SPAN 312,Advanced Span Conv/Gramr-Prac,3,,,,,
2433,SPAN 320,Cinema and Dramatic Literature,3,([SPAN 202]),,,Residential,Conducted in Spanish
2434,SPAN 321,Modern Spanish Literature,3,([SPAN 202]),,,Residential,Conducted in Spanish
2435,SPAN 322,Peninsular Literature,3,([SPAN 202]),,,Residential,Conducted in Spanish
2436,SPAN 323,Latin American Literature,3,([SPAN 202]),,,Residential,
2437,SPAN 324,Christianity in Latin America,3,([ENGL 201] or [ENGL 202] or [ENGL 221] or [ENGL 222] or [ENGL 215] or [ENGL 216]),,,Residential,
2438,SPAN 325,Modern Spanish Short Stories,3,([SPAN 202]),,,Residential,
2439,SPAN 330,Introduction to Hispanic Linguistics,3,([SPAN 202]),,,Residential,
2440,SPAN 403,Second Language Acquisition,3,([SPAN 101] and ([LING 301] or [SPAN 330])),,,Residential,
2441,SPAN 410,Advanced Translation,3,([SPAN 310]),,,Residential,Conducted in Spanish
2442,SPAN 419,Methodology and Curriculum in Teaching Modern Languages,3,([SPAN 403] and Undergraduate Initial Gate 2 with a score of 5 and Background Check Clearance with a score of 5),,"Admission to Teacher Licensure Program, TESL/SPAN 403, and 6 hours of an accredited modern foreign language course, junior/senior status. Must be taken before student teaching. May not be counted toward the Modern Language Major.",Residential,
2443,SPAN 420,Methods Teaching Practicum,0,([SPAN 419]{concurrent} and Undergraduate Initial Gate 2 with a score of 5 and Background Check Clearance with a score of 5),,,Residential,
2444,SPAN 421,Masterpieces of Spanish Literature,3,([SPAN 302] or [SPAN 304] or [SPAN 305] or [SPAN 310] or [SPAN 320] or [SPAN 321] or [SPAN 322] or [SPAN 323]),,,Residential,Conducted in Spanish
2445,SPAN 450,Senior Seminar: Comparison Between Spanish and Latin American Literature,3,([SPAN 304] or [SPAN 305] or [SPAN 321] or [SPAN 322] or [SPAN 323] or [SPAN 325] or [SPAN 421]),,"Senior status; SPAN literature course, and SPAN civilization and culture course.",Residential,
2446,SPAN 495,Directed Research,1-3,,,,Residential,
2447,SPAN 497,Special Topics in Spanish,1-3,([SPAN 202]),,,Residential,
2448,SPAN 499,Internship,1-6,,,Junior or Senior status and required GPA,Residential,
2449,COSP 101,Spanish Composition and Rhetoric,3,,,,Online,
2450,COSP 102,Spanish Composition and Literature,3,,([COSP 101]),,Online,
2451,EDSP 323,Special Education Law and Characteristics,3,([EDUC 350]),,,Residential and Online,
2452,EDSP 360,Learning and Behavior Problems,3,,,,Online,
2453,EDSP 363,Behavior Management,3,((Background Clear Virginia with a score of 5 or Background Clear Out of State with a score of 5 or Background Clear International with a score of 5 or Background Check Clearance with a score of 5) and [EDSP 323]),([EDSP 323]),Background Check Clearance,Residential and Online,
2454,EDSP 367,Introduction to Autism Spectrum Disorders,3,,,,Online,
2455,EDSP 370,Intervention for Students with Intellectual Disabilities,3,,([PSYC 345] or [EDUC 307]),,Online,
2456,EDSP 377,Autism: Educational and Theoretical Approaches,3,,,,Online,
2457,EDSP 385,Special Education Exploratory Lab III,0,,([EDGT 266] or [EDGT 275] or [EDGT 277]),,Online,
2458,EDSP 388,Practicum in Special Education: Distance,0,,((Background Check Clearance with a score of 5 or Background Clear Virginia with a score of 5 or Background Clear International with a score of 5 or Background Clear Out of State with a score of 5) and [EDSP 473]{concurrent}),,Online,
2459,EDSP 389,Practicum in Special Education: Local,0,(Background Clear Virginia with a score of 5 and [EDSP 473]{concurrent}),,,Residential,
2460,EDSP 410,Instructional Adaptation for Special Education,3,,([PSYC 345] or [EDUC 307]),,Online,
2461,EDSP 413,Inclusion and Diversity: Effective Practices and Strategies,3,([EDUC 318] and [EDSP 363] and [EDUC 323]{concurrent}),,Background Check Clearance,Residential and Online,
2462,EDSP 429,Survey of Trends in Special Education,3,,,,Online,
2463,EDSP 473,Assessment and Transition Planning for Diverse Learners,3,(([EDSP 388]{concurrent} or [EDSP 389]{concurrent} or [EDSP 488]{concurrent} or [EDSP 489]{concurrent}) and (Background Clear Virginia with a score of 5 or Background Clear International with a score of 5 or Background Clear Out of State with a score of 5 or Background Check Clearance with a score of 5) and [EDSP 413]),,Background Check Clearance,Residential and Online,
2464,EDSP 485,Special Education Exploratory Lab IV,0,,([EDGT 266] or [EDGT 275] or [EDGT 277]),,Online,
2465,EDSP 488,Practicum in Special Education: Distance,0,,((Background Clear Virginia with a score of 5 or Background Clear Out of State with a score of 5 or Background Clear International with a score of 5 or Background Check Clearance with a score of 5) and [EDSP 473]{concurrent}),,Online,
2466,EDSP 489,Practicum in Special Education: Local,0,(Background Clear Virginia with a score of 5 and [EDSP 473]{concurrent}),,,Residential,
2467,EDSP 495,Directed Research in Special Education,1-3,(Background Check Receipt with a score of 5),,,Residential,
2468,EDSP 497,Topics in Special Education,1-3,(Background Check Receipt with a score of 5),,,Residential,
2469,SCOM 110,Media and Culture,3,,,,Residential and Online,
2470,SCOM 201,Public Speaking,3,,,,Residential,
2471,SCOM 210,Theoretical Foundations in Communication,3,,,,Residential,
2472,SCOM 212,Criticism of Popular Culture,3,,,,Residential and Online,
2473,SCOM 220,Communication & Diversity,3,,,,Residential,
2474,SCOM 226,Interpersonal and Group Communication,3,,,,Residential,
2475,SCOM 299,Internship,0,,,,Residential,
2476,SCOM 300,Communication Research,3,,,,Residential and Online,
2477,SCOM 315,"Narrative, Story-telling and Performance",3,,,,Residential,
2478,SCOM 325,Interpersonal Communication,3,,,,Residential,
2479,SCOM 330,Creative Problem Solving in Teams,3,,,,Residential,
2480,SCOM 335,Argumentation,3,,,,Residential,
2481,SCOM 345,Persuasion,3,([RSCH 201] or Inquiry Research with a score of 80 or Research Assessment with a score of 80 or Research (prior to 2017-2018) with a score of 80),,,Residential and Online,
2482,SCOM 355,Organizational Communication,3,,,,Residential,
2483,SCOM 358,Essentials of Customer Service,3,,,,Residential,
2484,SCOM 360,Leadership Communication,3,,,,Residential,
2485,SCOM 365,Communication and Christian Ministry,3,,,,Residential,
2486,SCOM 370,Motivational Speaking,3,,,,Residential,
2487,SCOM 380,Vendor Communication & Strategic Relations,3,,,,Residential,
2488,SCOM 387,Forensics Practicum,1,,,,Residential,
2489,SCOM 388,King's Players Practicum,1,,,,Residential,
2490,SCOM 410,Communication in a Technological Age,3,,,JR/SR Status,Residential,
2491,SCOM 420,Advanced Public Communication,3,,,JR/SR Status,Residential,
2492,SCOM 430,Event Planning & Communicative Coordination,3,,,JR/SR Status,Residential,
2493,SCOM 440,Communication in the Family,3,,,JR/SR Status,Residential,
2494,SCOM 450,Political Rhetoric,3,,,,Residential,
2495,SCOM 455,Communication Theory,3,,,Junior / Senior Status,Residential,
2496,SCOM 460,Communication in the Marketplace,3,,,Junior / Senior Status,Residential,
2497,SCOM 465,Rhetorical Theory and Criticism,3,,,Junior / Senior Status,Residential,
2498,SCOM 475,Criticism of Public Address,3,,,Junior / Senior Status,Residential,
2499,SCOM 490,Crisis Communication and Negotiation,3,,,Junior / Senior Status,Residential,
2500,SMGT 200,Introduction to Sport Management,3,,,,Residential and Online,
2501,SMGT 201,History of Sport,3,,,,Residential and Online,
2502,SMGT 300,Introduction to Coaching,3,,,Sophomore status,Residential,
2503,SMGT 302,Sport Facilities and Events,3,([SMGT 200] and [SMGT 201] and (ISYS 201 or CMIS 201 or [BUSI 201]) and [ENGL 101] and [COMS 101] and [INQR 101] and ([RSCH 201] or Inquiry Research with a score of 80 or Research Assessment with a score of 80 or Research (prior to 2017-2018) with a score of 80)),([SMGT 200] and [SMGT 201] and (ISYS 201 or CMIS 201 or [BUSI 201])),,Residential and Online,
2504,SMGT 304,Coaching Football,3,([SMGT 300]),,Junior status,Residential,Offered in the fall semester
2505,SMGT 305,Sport Law,3,([SMGT 200] and [SMGT 201] and [BUSI 201] and [ENGL 101] and [COMS 101] and [INQR 101] and ([RSCH 201] or Inquiry Research with a score of 80 or Research Assessment with a score of 80 or Research (prior to 2017-2018) with a score of 80)),([SMGT 200] and [SMGT 201] and (ISYS 201 or CMIS 201 or [BUSI 201])),,Residential and Online,
2506,SMGT 306,Coaching Basketball,3,([SMGT 300]),,Junior status,Residential,Offered in the spring semester
2507,SMGT 307,Coaching Fall Sports,3,([SMGT 300]),,,Residential,
2508,SMGT 308,Coaching Spring Sports,3,([SMGT 300]),,,Residential,
2509,SMGT 310,Communication in Sport,3,([COMS 101] and [ENGL 101] and ([SETM 205] or SMGT 205) and (ISYS 201 or CMIS 201 or [BUSI 201]) and [ECON 110] and [INQR 101] and ([RSCH 201] or Inquiry Research with a score of 80 or Research Assessment with a score of 80 or Research (prior to 2017-2018) with a score of 80) and ([MATH 114] or [MATH 115] or [MATH 116] or [MATH 117] or [MATH 121] or [MATH 122] or [MATH 125] or [MATH 126] or [MATH 128] or [MATH 130] or [MATH 131] or [MATH 201] or [MATH 217])),([COMS 101] and [ENGL 101] and [SMGT 200] and (ISYS 201 or CMIS 201 or [BUSI 201]) and ([ENGL 102] or [MUSC 200])),"SMGT 205,BUSI 201,ENGL 101,COMS 101or above,INQR 101,RSCH 201,MATH 114or higher,ECON 110or higher or Admission to BS Coaching degree",Residential and Online,
2510,SMGT 312,Introduction to Sport Ministry Outreach,3,,,,Residential and Online,
2511,SMGT 314,Coaching Dynamics,3,([SMGT 300]),,,Residential,Offered in spring semester
2512,SMGT 315,Concepts and Practices in Sport Outreach,3,,,,Residential and Online,
